event_id,time,kind,customer_id,checkout_id
112,214.474553203306,arr,61,6
116,215.4912267506656,arr,62,4
90,220.7923471146408,dep,48,12
117,221.54629689785028,arr,63,3
118,222.71098836055515,arr,64,13
115,222.79985457629593,dep,61,6
119,224.9846814958886,arr,65,6
121,229.02395252536778,arr,66,11
57,230.32510595811368,dep,30,10
123,234.29124201396982,arr,67,9
125,235.13028776252355,arr,68,6
114,235.57623827540456,dep,11,3
44,235.94590163025515,dep,23,16
126,236.27103598499153,arr,69,8
130,236.48242192453108,arr,70,17
124,237.58036938919986,dep,36,10
132,238.60358327923979,arr,71,8
64,241.7600570132244,dep,4,14
96,242.9727281888496,dep,34,2
131,244.16647140060883,dep,70,17
133,247.26608225254293,arr,72,16
136,248.11760606078957,arr,73,2
135,249.69251567873818,dep,57,2
80,253.65478518043363,dep,44,17
137,255.6106988137276,arr,74,11
139,257.4072608212815,arr,75,3
140,258.1797614450416,arr,76,10
142,259.8286243919704,arr,77,12
141,262.41265751130425,dep,76,10
101,265.84436262382064,dep,53,1
143,268.38358338893676,dep,77,12
127,270.48387611256464,dep,63,3
144,270.63393036089786,arr,78,2
147,270.94978335879347,arr,79,12
149,271.72372492232734,arr,80,1
109,273.6470075321215,dep,59,4
148,273.93130602611063,dep,79,12
150,274.1479387362651,arr,81,14
84,279.60993823276186,dep,25,7
152,284.413953128271,arr,82,15
154,284.8584221248732,arr,83,17
156,285.00366199555225,arr,84,4
120,285.23566913889607,dep,65,6
157,285.26448797978475,arr,85,17
160,286.1222753507543,arr,86,7
102,289.8757471136414,dep,54,13
138,296.98123513606214,dep,73,2
161,297.27935460353115,arr,87,6
164,297.9532326341573,arr,88,17
153,298.5038764078172,dep,49,7
97,299.7127811279471,dep,52,9
166,300.63863520160066,arr,89,13
146,300.77926998561287,dep,75,3
169,301.44964419929426,arr,90,17
171,302.463403675628,arr,91,9
172,306.6462373834284,arr,92,3
145,306.6997868662741,dep,56,1
162,307.90403437023235,dep,64,13
174,310.7294042644605,arr,93,7
24,311.5105504481303,dep,13,17
177,312.8303879571351,arr,94,3
178,316.1692061373704,arr,95,10
180,317.7914688258626,arr,96,13
181,318.61997229724875,arr,97,1
182,318.7543007825741,arr,98,2
163,324.74565552381176,dep,78,2
176,325.0851923765973,dep,89,13
183,327.35484671723447,arr,99,12
187,329.3781486953684,arr,100,2
188,331.7227723848929,arr,101,12
189,334.3128169939753,arr,102,17
191,337.21025892192245,arr,103,13
128,337.6166907930178,dep,27,16
192,339.26322804245746,arr,104,17
72,341.9843070627352,dep,40,5
185,343.5042025077132,dep,96,13
168,345.49095838529394,dep,67,9
186,345.773387589203,dep,99,12
194,347.2283117697106,arr,105,16
199,348.25735964718325,arr,106,12
173,349.73362211821023,dep,92,3
200,352.7167007157939,arr,107,10
129,354.0888926837936,dep,69,8
122,355.37613342351875,dep,66,11
197,355.54189682495996,dep,91,9
202,356.03944999061406,arr,108,5
205,356.76025725611714,arr,109,9
198,358.83059673128304,dep,101,12
155,360.20624038737674,dep,83,17
207,365.16368705071216,arr,110,8
167,370.3340520175859,dep,86,7
158,372.11343220638923,dep,68,6
151,372.38329684909974,dep,62,4
210,372.74920973464526,arr,111,17
214,373.8834500917937,arr,112,13
206,381.51546702061376,dep,109,9
196,383.9607301499411,dep,103,13
193,384.1585481489355,dep,72,16
215,386.10897258831324,arr,113,4
218,386.1535551476938,arr,114,13
211,389.29499978067554,dep,93,7
219,394.11050104647285,arr,115,12
220,395.27953283668415,arr,116,11
175,395.3351777010925,dep,80,1
179,396.26314205112095,dep,95,10
221,398.1107916401418,arr,117,7
113,402.41632868177123,dep,58,15
213,402.50998800115957,dep,84,4
225,403.0771877110929,arr,118,16
228,403.1511923454675,arr,119,3
229,403.35787711985995,arr,120,9
231,404.1132561968506,arr,121,15
216,404.9609201610823,dep,112,13
170,406.8499156018041,dep,90,17
224,408.2998201730971,dep,117,7
230,408.64030444163666,dep,120,9
232,411.7369145302477,arr,122,9
236,412.0304962342909,arr,123,6
134,412.95601290213216,dep,39,14
235,416.0745304869295,dep,122,9
227,416.46886138890284,dep,113,4
237,418.9890247063669,arr,124,13
239,419.2857987372092,arr,125,14
240,420.81298219589,arr,126,17
203,424.91702167866714,dep,71,8
241,428.3558741342321,arr,127,7
244,429.3618813553946,arr,128,9
246,431.0253265230091,arr,129,7
247,435.8555988589057,arr,130,10
242,436.02607508661674,dep,110,8
248,438.1616074773779,arr,131,1
249,438.85965675344517,arr,132,9
233,439.3240518274529,dep,114,13
250,445.0763458875148,arr,133,4
253,445.70087673939423,arr,134,13
217,451.21758195114467,dep,105,16
255,455.76609550467487,dep,118,16
254,457.600809120774,arr,135,8
257,457.85870081107214,arr,136,4
258,458.76619832508686,arr,137,16
260,458.86823391332274,arr,138,8
259,459.6825501589073,dep,137,16
261,460.14621373112453,arr,139,16
263,464.250223683688,arr,140,7
184,464.91675223145234,dep,98,2
264,466.18866342913003,arr,141,16
266,466.37658393012526,arr,142,2
267,466.64558936735204,arr,143,9
268,466.8531907531759,arr,144,10
269,467.2302622714455,arr,145,11
201,471.4574805138137,dep,94,3
234,472.77745990037073,dep,111,17
73,473.76854317899597,dep,41,17
204,475.83563252788923,dep,74,11
238,476.329120763716,dep,81,14
270,478.18432737454475,arr,146,13
275,478.8441216178599,arr,147,17
277,481.34599709772,arr,148,14
273,481.97063235637916,dep,116,11
279,483.16762824708746,dep,145,11
278,485.47269033252104,arr,149,3
280,485.541420069512,arr,150,11
282,488.7370879673357,arr,151,17
283,490.87876505644624,arr,152,11
284,498.601677123381,arr,153,16
252,498.6095389000674,dep,133,4
195,499.6315017939251,dep,45,5
256,499.6476638374222,dep,135,8
285,500.9976500980024,arr,154,1
289,502.50531743406464,arr,155,5
290,506.5068639770823,arr,156,8
208,507.1650259493746,dep,106,12
291,512.686406522858,arr,157,4
293,513.4758262680378,arr,158,12
294,514.3768733407237,arr,159,12
265,515.0871952368723,dep,100,2
295,515.6121997538297,arr,160,3
243,515.991625533554,dep,127,7
297,516.5608737443231,arr,161,2
299,517.3647220722197,arr,162,7
288,518.2059219988282,dep,138,8
271,519.8556602610657,dep,119,3
300,522.1666156709066,arr,163,8
274,522.3358231375856,dep,125,14
298,522.9293822673322,dep,129,7
165,523.1453867468798,dep,88,17
287,525.0517535420536,dep,108,5
262,527.0435733303748,dep,139,16
296,528.0946379418526,dep,142,2
303,528.6012598344771,arr,164,3
310,528.940975083616,arr,165,5
311,530.9947806126304,arr,166,17
312,535.6101736845908,arr,167,14
245,538.513273969329,dep,128,9
313,539.3419674892541,arr,168,2
226,542.6588677851996,dep,82,15
281,543.5442052206517,dep,150,11
302,545.9436521053415,dep,149,3
315,546.15525502341,arr,169,6
319,549.1011131961316,arr,170,15
318,549.4009712265688,dep,160,3
320,549.6611687539486,arr,171,11
301,549.9492363978444,dep,156,8
322,551.6712453337849,arr,172,3
272,552.0688304699211,dep,126,17
324,554.3910357185065,arr,173,8
326,554.494160262193,arr,174,17
327,557.3188847109757,arr,175,4
323,557.9243185673839,dep,163,8
328,559.6831392009781,arr,176,14
330,563.2617256073144,arr,177,8
331,565.14496137996,arr,178,5
332,565.5371239147983,arr,179,17
333,568.5572264810723,arr,180,15
334,570.2856716547075,arr,181,8
335,575.4024410784767,arr,182,2
336,577.9822560507242,arr,183,7
317,582.7326714868419,dep,152,11
292,584.3209301777645,dep,115,12
329,584.8573903951071,dep,173,8
251,586.8484915212549,dep,124,13
306,589.9371178790989,dep,151,17
337,591.733463528553,arr,184,9
343,592.0823067355126,arr,185,11
344,596.1966190998539,arr,186,3
345,596.3402967134207,arr,187,12
346,596.8511846104543,arr,188,17
308,597.2817417572633,dep,141,16
347,598.9814083400822,arr,189,16
209,599.0290377105367,dep,104,17
349,600.9070734844375,arr,190,13
351,601.7161142959037,arr,191,17
352,601.7598612322824,arr,192,8
353,602.1004463911869,arr,193,11
339,602.4202706698557,dep,158,12
321,605.1075942831533,dep,164,3
354,607.1810989607847,arr,194,16
357,608.6521737128481,arr,195,12
309,609.0954949433564,dep,161,2
358,610.9779400009462,arr,196,3
356,611.5437794771011,dep,172,3
360,613.2297951855081,arr,197,2
362,613.2788117630014,arr,198,3
212,616.8100134076893,dep,87,6
363,618.5522027670999,arr,199,8
314,620.9622143232156,dep,132,9
355,621.8660337285039,dep,159,12
305,623.801228829921,dep,140,7
365,624.2336842138068,arr,200,6
369,625.4492577903859,arr,201,12
370,626.1585353265455,arr,202,7
371,627.3389900042981,arr,203,9
372,628.6989632514379,arr,204,2
223,629.7144275212519,dep,107,10
373,630.5098513417602,arr,205,16
375,634.5772384408866,arr,206,10
374,634.8186176986045,dep,130,10
376,637.56705243704,arr,207,17
364,638.8927504970824,dep,123,6
378,641.8420845474783,arr,208,10
366,643.7173427642067,dep,143,9
380,644.408456880932,arr,209,6
382,645.0066993974705,arr,210,9
383,645.3312103282517,arr,211,1
384,646.9968732245738,arr,212,6
385,649.7053041998511,arr,213,14
307,652.3955376471017,dep,155,5
304,657.446637277701,dep,148,14
386,661.6534774589934,arr,214,9
338,663.1038129568961,dep,171,11
159,664.0844865521944,dep,85,17
388,664.7901617103162,dep,167,14
286,665.0426887764202,dep,136,4
393,665.3854986139628,dep,157,4
389,667.4243723529705,arr,215,5
395,667.6151242333077,arr,216,4
387,668.6614190409397,dep,165,5
396,671.3194294731135,arr,217,4
398,672.1681157635558,arr,218,11
399,673.8518019365929,arr,219,14
379,675.4906897014255,dep,169,6
400,675.8575381144498,arr,220,5
361,677.3962969926558,dep,186,3
402,680.0405701295552,arr,221,13
368,680.2661516851305,dep,162,7
404,682.4921437753759,arr,222,3
406,688.8880515599142,arr,223,7
381,688.9063734468797,dep,184,9
407,689.4188184090498,arr,224,10
342,690.6257377401512,dep,174,17
409,691.4594443345251,arr,225,5
411,692.8581880955003,arr,226,17
391,693.5710811156926,dep,188,17
325,693.5828048653826,dep,166,17
276,693.8021404469782,dep,147,17
397,695.0343628186534,dep,178,5
412,695.2771309696257,arr,227,9
416,695.3857715599288,arr,228,17
418,695.9805842886917,arr,229,17
419,696.1783093588922,arr,230,17
401,701.8033924237424,dep,200,6
420,704.9930831904034,arr,231,7
422,707.5628831183423,arr,232,6
405,711.375131319377,dep,183,7
394,714.5826518660616,dep,175,4
414,716.6383578262021,dep,226,17
424,719.1048268794073,dep,202,7
423,719.3093968720783,arr,233,17
377,720.8428386622091,dep,144,10
421,721.1380668393658,dep,209,6
428,721.6024804887508,arr,234,7
431,723.9984438627716,arr,235,4
432,725.1970734290604,arr,236,6
433,725.2342892962486,arr,237,11
434,726.1103243868197,arr,238,6
425,732.4333028339101,dep,216,4
403,734.6000945679805,dep,196,3
435,734.7666914453587,arr,239,3
436,735.22131939703,dep,217,4
429,737.6220869026927,dep,206,10
430,738.4224881153658,dep,212,6
438,738.7889924200637,arr,240,4
441,741.3615364551595,dep,232,6
437,741.6703227774304,dep,198,3
439,743.7577382632719,dep,235,4
442,743.796082010385,arr,241,10
445,744.5543602984383,dep,240,4
359,746.6839395736617,dep,168,2
341,747.8712505617365,dep,134,13
446,753.2095361097569,arr,242,4
450,753.4811613748645,arr,243,4
451,754.1961568713873,arr,244,3
452,754.3343689899581,arr,245,4
453,754.5695461081485,arr,246,6
316,757.6986220354627,dep,121,15
417,760.6603446073168,dep,228,17
444,762.5753740109956,dep,222,3
454,762.7473630024127,arr,247,15
458,766.7008569024739,arr,248,3
448,769.7949753105478,dep,146,13
459,771.7055415018017,arr,249,17
461,771.7741555379406,arr,250,13
462,778.9909972043376,arr,251,6
440,781.1727102508769,dep,208,10
463,782.9218953963725,arr,252,10
465,787.9723604198167,arr,253,10
466,788.3542579411809,arr,254,3
467,790.1455009952339,arr,255,17
443,793.7029420220671,dep,236,6
468,796.6788158031021,arr,256,15
390,797.2889068350725,dep,185,11
447,797.9193244576136,dep,182,2
470,804.3259122789947,arr,257,6
473,804.84985622789,arr,258,2
474,806.7603664575663,arr,259,11
408,806.935251280521,dep,203,9
475,809.1827050100578,arr,260,7
477,809.8379403977161,arr,261,2
449,809.8714402380222,dep,242,4
478,813.674244687386,arr,262,14
480,814.3002115518307,arr,263,4
481,816.503442542656,arr,264,13
482,817.2754359231188,arr,265,9
483,818.8963121691154,arr,266,5
484,819.2919525459853,arr,267,4
485,820.0733140930523,arr,268,12
367,820.456101965431,dep,187,12
460,823.5848628221987,dep,190,13
488,825.3929938692756,dep,221,13
464,828.829924978101,dep,224,10
427,832.6211748573767,dep,223,7
490,832.7055934486666,dep,241,10
486,834.1117195417748,arr,269,3
493,835.2902989661759,arr,270,10
489,854.6434907517169,dep,250,13
494,855.1529254577927,arr,271,13
492,856.2185955175594,dep,252,10
496,858.4142013459151,arr,272,13
498,866.1630670338558,arr,273,10
392,868.4458693577284,dep,176,14
499,868.9371426147015,arr,274,7
501,870.224567025804,arr,275,14
502,872.846286500428,arr,276,10
503,874.1709338292936,arr,277,12
504,874.9481914510017,arr,278,13
505,876.3085668965015,arr,279,10
506,879.396384781303,arr,280,14
495,880.1102629513788,dep,264,13
340,880.563892055726,dep,177,8
455,882.0222344211629,dep,170,15
472,884.1320357508055,dep,197,2
507,884.2168660087692,arr,281,6
512,884.7256994751825,arr,282,13
513,885.024790866144,arr,283,2
514,886.0867449934572,arr,284,15
515,888.825992237988,arr,285,8
516,891.4319841562293,arr,286,13
426,892.2739812796608,dep,229,17
508,893.1189637914147,dep,271,13
517,896.3693612708375,arr,287,5
520,897.2217229358768,arr,288,17
479,900.4020980849143,dep,243,4
510,900.5641179976046,dep,180,15
521,902.8507722889077,arr,289,2
524,907.8637221087395,arr,290,4
525,908.4442596675553,arr,291,15
526,909.543843138333,arr,292,17
527,910.7097705911809,arr,293,15
528,912.8251108319512,arr,294,1
511,912.9094313501165,dep,204,2
529,914.351276526128,arr,295,4
522,914.4513687201679,dep,245,4
497,915.811707997105,dep,253,10
531,919.832841665243,arr,296,9
534,920.2623660435358,arr,297,12
532,926.465064182636,dep,263,4
519,931.6786389258426,dep,272,13
535,931.9500985029342,arr,298,7
487,933.0649095207792,dep,195,12
538,937.3507434704152,arr,299,13
540,937.3708387217122,arr,300,4
541,937.5372668623833,arr,301,4
542,938.2940451576582,arr,302,13
543,939.8358464335079,arr,303,2
457,940.5051520189711,dep,239,3
500,941.6094612050636,dep,213,14
523,941.6480142242738,dep,247,15
469,949.3103469096812,dep,238,6
546,950.132038143114,dep,219,14
544,950.3641461092402,arr,304,12
550,951.4080898359529,arr,305,14
537,954.4862159666584,dep,278,13
551,959.4343550516573,arr,306,8
553,960.7703567922217,arr,307,10
554,962.0711348784208,arr,308,16
555,963.9253218584029,arr,309,6
539,964.4674209538126,dep,201,12
530,965.459754513421,dep,258,2
556,968.7134688445434,arr,310,11
548,975.670721581191,dep,246,6
559,977.3192021338054,arr,311,13
410,977.7371000635127,dep,191,17
476,978.0338743548695,dep,210,9
561,978.1163935715334,arr,312,12
518,979.251153865799,dep,233,17
557,980.7263170141424,dep,268,12
564,980.9123457993559,arr,313,15
567,981.7787449996961,arr,314,17
560,984.7410365050099,dep,251,6
563,986.5879527228193,dep,214,9
348,988.5660998992935,dep,153,16
549,988.5670864630923,dep,262,14
570,989.1026822159158,dep,227,9
568,989.212581386647,arr,315,2
572,990.5452010889459,dep,275,14
574,991.5567932160143,arr,316,9
552,993.5023808109256,dep,282,13
576,993.7862463087332,arr,317,14
578,994.6725547320983,arr,318,9
558,995.6802547678393,dep,261,2
545,995.8969876502465,dep,244,3
573,996.7355409166358,dep,265,9
579,998.2890662503717,arr,319,14
536,1000.5551126262912,dep,267,4
583,1004.4217141811861,arr,320,9
585,1007.356760005477,arr,321,6
586,1009.7838230339684,arr,322,3
471,1009.7937842063782,dep,193,11
580,1012.1345082513218,dep,283,2
575,1012.2987850440779,dep,280,14
587,1014.4316853740626,arr,323,9
566,1014.9440683993631,dep,277,12
350,1016.2153226883476,dep,179,17
591,1017.7205157747181,arr,324,14
594,1020.2513919313709,arr,325,2
588,1024.9371290318816,dep,218,11
547,1025.738015229043,dep,256,15
595,1026.5716229207267,arr,326,12
598,1027.4800389425218,arr,327,11
599,1030.695226517848,arr,328,17
600,1030.7532032687009,arr,329,11
592,1031.1929558628729,dep,297,12
569,1031.4118361977896,dep,257,6
601,1036.605112929053,arr,330,12
596,1036.62505331777,dep,237,11
604,1038.7186134842873,arr,331,6
606,1041.4804883950633,arr,332,15
607,1041.8876232144385,arr,333,4
590,1043.8027996151843,dep,305,14
571,1045.5864736613823,dep,189,16
608,1046.9398821494824,arr,334,17
456,1053.3805807634694,dep,230,17
611,1054.4715026617735,arr,335,14
613,1055.930921875536,arr,336,16
582,1056.0085648349282,dep,296,9
603,1057.0240589673704,dep,281,6
614,1060.478180149971,arr,337,3
593,1061.0604083820144,dep,288,17
617,1067.0744948265678,arr,338,6
619,1070.650278861659,arr,339,17
620,1072.3170539928474,arr,340,9
621,1073.1186874340674,arr,341,12
605,1074.1696093567057,dep,259,11
622,1077.697330239271,arr,342,11
624,1081.1004543906097,arr,343,16
222,1081.949886665758,dep,97,1
581,1082.0324702894686,dep,248,3
625,1082.3222797864755,arr,344,14
628,1082.6921181520338,arr,345,13
629,1083.2753201095693,arr,346,2
630,1083.2755694011216,arr,347,6
631,1083.7256531489952,arr,348,17
626,1088.3694389333225,dep,131,1
632,1089.765527423099,arr,349,11
633,1096.1682728572428,dep,154,1
415,1097.0196285811749,dep,215,5
491,1098.0425490100174,dep,231,7
637,1101.4922425871785,dep,234,7
602,1102.790602813128,dep,304,12
634,1107.4872718621452,arr,350,1
640,1108.7601410802245,arr,351,7
533,1110.3219186777587,dep,270,10
635,1111.9845636235818,dep,211,1
641,1113.842054809034,arr,352,1
644,1114.811299503274,arr,353,1
636,1114.9879542394815,dep,220,5
645,1115.5169492808254,arr,354,3
647,1116.7849908763828,arr,355,5
623,1118.127352068499,dep,310,11
648,1120.3369275227496,arr,356,1
638,1121.0666834196056,dep,260,7
589,1122.3169192502,dep,289,2
650,1122.68606014522,arr,357,7
642,1122.7649408380612,dep,273,10
653,1123.2866473011718,arr,358,7
639,1128.6967316861592,dep,312,12
655,1129.5372803443865,arr,359,10
643,1129.8472907458706,dep,294,1
646,1131.6112156944903,dep,225,5
651,1141.7539362763885,dep,274,7
659,1146.478775055577,dep,266,5
657,1154.7581751163223,arr,360,12
662,1156.702495023767,arr,361,5
612,1157.8723477627732,dep,292,17
663,1158.229064496673,arr,362,5
665,1161.948873095517,arr,363,2
577,1162.8889216741786,dep,286,13
666,1173.918860315746,arr,364,10
654,1174.4955933648064,dep,276,10
668,1176.6241905805693,arr,365,11
670,1179.8776506524632,arr,366,13
656,1180.8429987425013,dep,326,12
660,1186.5470667286074,dep,298,7
597,1189.067839233613,dep,284,15
671,1191.826564784432,arr,367,17
675,1193.3195196851827,arr,368,7
667,1193.5301892163873,dep,299,13
676,1193.9377035364553,arr,369,12
678,1195.919238460674,arr,370,12
672,1196.3997400669366,dep,330,12
679,1197.5972524154208,arr,371,5
681,1199.498358336004,arr,372,7
674,1204.6911157800403,dep,291,15
677,1205.6047250454947,dep,302,13
658,1206.7330558116898,dep,350,1
610,1207.9337463043062,dep,194,16
682,1214.2215503511395,arr,373,12
687,1214.5249040795634,arr,374,1
684,1214.7137642039718,dep,311,13
683,1214.8590544206288,dep,293,15
688,1220.3678320675072,arr,375,15
680,1220.7804518096066,dep,341,12
685,1220.8576186311939,dep,352,1
691,1223.6790615162993,arr,376,13
694,1226.3054683907035,arr,377,15
669,1235.69477424242,dep,279,10
673,1236.7904239379113,dep,351,7
609,1238.9724107774186,dep,317,14
584,1239.6682262053212,dep,290,4
695,1241.332802527376,arr,378,1
618,1243.2457336424907,dep,314,17
700,1243.295680126238,arr,379,10
689,1244.071670525501,dep,345,13
702,1244.328503594384,arr,380,13
699,1244.5648871447274,dep,295,4
704,1245.5490394532646,arr,381,13
706,1247.7070233667505,arr,382,4
707,1248.7523800770903,arr,383,15
708,1251.2836742065385,arr,384,10
709,1260.295830385341,arr,385,7
616,1260.3185071387238,dep,309,6
711,1262.222928091491,dep,321,6
710,1263.7127012695805,arr,386,14
690,1264.3512059707587,dep,313,15
713,1268.2991326402214,arr,387,6
703,1268.5156945730084,dep,366,13
712,1271.891643034674,dep,331,6
715,1274.220613470063,arr,388,16
718,1274.5658756541789,arr,389,13
719,1275.2225964833888,arr,390,6
661,1275.3643144255047,dep,287,5
720,1275.8368566663912,arr,391,15
649,1277.542204847358,dep,327,11
717,1279.8680564494675,dep,338,6
722,1281.2182947024203,arr,392,5
725,1282.719642916116,arr,393,6
726,1283.1742845049682,arr,394,11
714,1283.7324392770627,dep,332,15
727,1285.1139103696923,arr,395,1
729,1287.632054125086,arr,396,4
697,1289.2562972318385,dep,357,7
730,1290.406576959483,arr,397,12
732,1292.2951685589076,arr,398,6
686,1299.7458329848769,dep,205,16
733,1300.9110487932455,arr,399,17
721,1303.8700573590522,dep,355,5
735,1303.9105220074227,arr,400,7
737,1305.8210962923647,arr,401,5
698,1305.8781128688313,dep,319,14
738,1306.7628373773175,arr,402,13
740,1307.8573866922757,arr,403,15
741,1307.9726542556086,arr,404,16
724,1312.002134333111,dep,347,6
742,1312.0708823680457,arr,405,14
696,1315.326637874326,dep,307,10
744,1315.5537893241537,arr,406,6
746,1315.6900923841292,arr,407,10
747,1316.4496016470057,arr,408,15
748,1318.444346057871,arr,409,8
749,1318.9331034342579,arr,410,3
723,1319.3717562928423,dep,329,11
743,1320.0780779677625,dep,387,6
750,1321.7436761225833,arr,411,4
753,1327.6183644493967,arr,412,6
562,1328.3132547561459,dep,249,17
754,1329.1321491487433,arr,413,11
756,1329.531416285127,arr,414,17
693,1337.6250905777551,dep,353,1
757,1341.0645601779934,arr,415,11
190,1355.4467499397163,dep,102,17
759,1355.5409312249535,arr,416,1
761,1359.2612398404813,arr,417,17
762,1360.6334511715331,arr,418,6
615,1362.7294729477182,dep,316,9
763,1363.8882922675125,arr,419,16
765,1364.3703180668683,arr,420,9
766,1365.4390234796567,arr,421,10
745,1372.0992772015109,dep,359,10
692,1373.9853527548346,dep,360,12
767,1374.4586690814247,arr,422,2
770,1377.2900852414932,arr,423,12
771,1379.2805241413248,arr,424,1
772,1381.1078158397727,arr,425,9
768,1384.3464895515017,dep,364,10
773,1385.141517009513,arr,426,12
775,1388.5396750597101,arr,427,10
728,1389.8372783571613,dep,375,15
776,1392.2841029593126,arr,428,7
664,1396.8572098999907,dep,328,17
778,1399.4030158165624,arr,429,13
780,1399.5067422685015,arr,430,17
751,1401.5177759120809,dep,342,11
774,1402.8579424206207,dep,379,10
509,1404.105236664838,dep,181,8
755,1405.6448452046716,dep,339,17
652,1406.026015507309,dep,303,2
779,1408.4174684134605,dep,367,17
781,1411.1888581773974,arr,431,17
758,1411.8132532171924,dep,356,1
786,1412.0842759663803,dep,315,2
788,1412.1271628175466,arr,432,10
791,1414.089569179933,arr,433,17
792,1416.7717370963665,arr,434,2
782,1416.9073498405066,dep,349,11
794,1418.1110259035559,dep,365,11
793,1418.462805074779,arr,435,11
796,1421.4939403996584,arr,436,11
790,1427.8681286104909,dep,325,2
795,1428.3639990264446,dep,394,11
798,1429.4582643330998,dep,346,2
799,1431.1764270969163,dep,413,11
797,1432.6687592335968,arr,437,15
736,1434.3510970052025,dep,361,5
802,1435.5922387421526,arr,438,2
804,1435.8932113592057,arr,439,11
805,1436.1430883564797,arr,440,11
806,1438.1621897384948,arr,441,2
807,1440.2103904011701,arr,442,5
808,1442.4605347747515,arr,443,10
734,1444.6081016859985,dep,308,16
801,1445.2766867855444,dep,415,11
800,1452.324220869967,dep,363,2
809,1452.7102169547438,arr,444,8
716,1457.0790086670763,dep,376,13
813,1458.9262062528703,arr,445,2
815,1460.303626997642,arr,446,11
739,1461.4872794637254,dep,324,14
816,1463.4454157450639,arr,447,17
812,1466.8787762742966,dep,422,2
818,1467.7511403342155,arr,448,14
820,1470.7196912837614,arr,449,2
821,1473.3569874656255,arr,450,13
817,1474.462702665129,dep,335,14
822,1475.114138468822,arr,451,5
824,1475.757738313987,arr,452,14
825,1476.582006690492,arr,453,2
826,1483.342312492655,arr,454,1
827,1483.5494180755452,arr,455,16
828,1484.3605133959609,arr,456,11
829,1484.691420512096,arr,457,14
803,1489.9373424194246,dep,362,5
831,1491.4348050061408,dep,371,5
830,1491.8491921000334,arr,458,4
565,1493.0425356925975,dep,255,17
833,1494.3619769548282,arr,459,5
